Est Number,Premise Name,Premise Address 1,Premise Zip Code,TYPE,Status,Inspection Date,Inspection Type,Score,Violation List,
31613,FUSION @ ERICKSON HALL,135 GRAHAM AVE,40506,605,ACTIVE,14-Sep-2023,1,95,  18  50  56,
31613,FUSION @ ERICKSON HALL,135 GRAHAM AVE,40506,605,ACTIVE,14-Sep-2023,2,98,  50  56,
31613,FUSION @ ERICKSON HALL,135 GRAHAM AVE,40506,605,ACTIVE,14-Sep-2023,12,,"NOTICE TO CORRECT VIOLATIONS
AN INSPECTION CONDUCTED DISCLOSED THE FOLLOWING VIOLATIONS:  MECHANICAL WARE WASHER NOT READING A HOT WATER SANITIZATION TEMP OF 180F - 194 F TEMPERATURE GAGE IS MALFUNCTIONING 
ESTABLISHMENT MUST UTILIZED 3 COMPARTMENT SINK TO WASH RINSE AND SANITIZE WEARS UNTIL REPAIRS ARE MADE 
OFFICIAL NOTICE TO CORREC THE ABOVE LISTED VIOLATIONS WITH A PERIOD OF 10 DAYS FROM THE DATE OF RECEIPT OF THIS NOTICE",
31639,LEXINGTON COUNTRY CLUB,2550 PARIS PIKE,40505,605,ACTIVE,11-Jul-2023,2,98,  56  57,
31695,ROSE & JIM'S,2461 GEORGETOWN RD,40511,605,ACTIVE,09-Aug-2023,2,98,  39  56,
31695,ROSE & JIM'S,2461 GEORGETOWN RD,40511,605,ACTIVE,09-Aug-2023,1,96,  25  39  56,
31708,NOODLES AND COMPANY,2468 NICHOLASVILLE ROAD,40503,605,ACTIVE,19-Sep-2023,1,95,  37  40  44  45  56,
31708,NOODLES AND COMPANY,2468 NICHOLASVILLE ROAD,40503,605,ACTIVE,19-Sep-2023,12,,"NOTICE TO CORRECT VIOLATIONS
AN INSPECTION CONDUCTED DISCLOSED THE FOLLOWING VIOLATIONS:  ESTABLISHMENT DID NOT PROVIDE CURRENT FOOD HANDLERS CARDS FOR STAFF AT TIME OF INSPECTION.  
THIS IS AN OFFICIAL NOTICE TO CORRECT THE ABOVE LISTED VIOLATIONS WITH A PERIOD OF 10 DAYS.",
31710,BISCUIT BELLY,652 E MAIN STREET,40508,605,ACTIVE,19-Sep-2023,1,95,  18  45  56,
31724,LORADALE MARKET,6888 RUSSELL CAVE RD.,40511,605,ACTIVE,18-Sep-2023,1,98,  49  56,
31724,LORADALE MARKET,6888 RUSSELL CAVE RD.,40511,605,ACTIVE,18-Sep-2023,1,100,,
31724,LORADALE MARKET,6888 RUSSELL CAVE RD.,40511,607,ACTIVE,18-Sep-2023,1,98,  49  56,
31724,LORADALE MARKET,6888 RUSSELL CAVE RD.,40511,607,ACTIVE,18-Sep-2023,1,100,,
31763,MARY TODD ELEMENTARY SCHOOL,551 PARKSIDE DR,40505,605,ACTIVE,11-Sep-2023,1,99,  56,
31766,WEE CARE DAYCARE,455 E MAXWELL ST,40508,605,ACTIVE,21-Aug-2023,1,100,,
31768,MAYFAIR MANOR,3300 TATES CREEK ROAD,40502,605,ACTIVE,08-Aug-2023,1,89,  37  39  44  45  46  48  50  55  56  57,
31769,MAYFAIR VILLAGE,3310 TATES CREEK ROAD,40502,605,ACTIVE,31-Aug-2023,1,91,   6  18  41  44  48,
31769,MAYFAIR VILLAGE,3310 TATES CREEK ROAD,40502,605,ACTIVE,31-Aug-2023,2,96,  41  44  48,
31770,HARVEY'S,200 W MAIN ST,40507,605,ACTIVE,28-Sep-2023,1,100,,
31771,MCDONALD'S,357 SOUTH LIMESTONE,40508,605,ACTIVE,28-Aug-2023,1,94,  18  41  50  56,
31771,MCDONALD'S,357 SOUTH LIMESTONE,40508,605,ACTIVE,26-Sep-2023,2,96,  44  48  50,
31772,MCDONALD'S RESTAURANT #989,2321 VERSAILLES RD,40504,605,ACTIVE,17-Jul-2023,12,,"NOTICE AND ORDER OF QUARANTINE/VOLUNTARY DESTRUCTION 
BLANKET QUARANTINE Q1/Q2, UNABLE TO DETERMINE CASH VALUE ON SITE",
31772,MCDONALD'S RESTAURANT #989,2321 VERSAILLES RD,40504,605,ACTIVE,18-Jul-2023,1,81,   9  18  21  24  37  40  44  45  46  48  50  56,
31774,MCDONALD'S,1499 RUSSELL CAVE RD.,40505,605,ACTIVE,06-Sep-2023,1,99,  50,
31776,MCDONALD'S,2271 ELKHORN DRIVE,40505,605,ACTIVE,14-Sep-2023,1,99,  56,
31778,MCDONALD'S,4131 TATES CREEK CTR,40517,605,ACTIVE,01-Aug-2023,1,95,  41  44  50  51  56,
31984,CITGO FOOD MART,705 LOUDON AVENUE,40505,607,ACTIVE,11-Sep-2023,1,98,  48,
31994,BLUEGRASS MART,464 SQUIRES CIRCLE,40515,607,ACTIVE,25-Jul-2023,1,86,   6  10  17  39  44  48  50  55  56  57  58,
31994,BLUEGRASS MART,464 SQUIRES CIRCLE,40515,607,ACTIVE,25-Jul-2023,1,85,   6  10  11  13  25  55  56  57  58,
31994,BLUEGRASS MART,464 SQUIRES CIRCLE,40515,610,ACTIVE,25-Jul-2023,1,85,   6  10  11  13  25  55  56  57  58,
31994,BLUEGRASS MART,464 SQUIRES CIRCLE,40515,610,ACTIVE,25-Jul-2023,1,86,   6  10  17  39  44  48  50  55  56  57  58,
31994,BLUEGRASS MART,464 SQUIRES CIRCLE,40515,607,ACTIVE,08-Aug-2023,2,89,  22  48  50  55  56  57  58,
31994,BLUEGRASS MART,464 SQUIRES CIRCLE,40515,607,ACTIVE,08-Aug-2023,2,92,  48  50  55  56  57  58,
31994,BLUEGRASS MART,464 SQUIRES CIRCLE,40515,610,ACTIVE,08-Aug-2023,2,92,  48  50  55  56  57  58,
31994,BLUEGRASS MART,464 SQUIRES CIRCLE,40515,610,ACTIVE,08-Aug-2023,2,89,  22  48  50  55  56  57  58,
31994,BLUEGRASS MART,464 SQUIRES CIRCLE,40515,607,ACTIVE,01-Sep-2023,2,95,  10  41  44  50  56,
31994,BLUEGRASS MART,464 SQUIRES CIRCLE,40515,610,ACTIVE,01-Sep-2023,2,95,  10  41  44  50  56,
31995,ATHENS FOOD MART,5522 ATHENS-BOONESBORO ROAD,40509,605,ACTIVE,28-Aug-2023,1,98,  51  56,
31995,ATHENS FOOD MART,5522 ATHENS-BOONESBORO ROAD,40509,605,ACTIVE,28-Aug-2023,1,81,   6  15  17  21  22  25  40  47  49  51  56,
31995,ATHENS FOOD MART,5522 ATHENS-BOONESBORO ROAD,40509,607,ACTIVE,28-Aug-2023,1,98,  51  56,
31995,ATHENS FOOD MART,5522 ATHENS-BOONESBORO ROAD,40509,607,ACTIVE,28-Aug-2023,1,81,   6  15  17  21  22  25  40  47  49  51  56,
31995,ATHENS FOOD MART,5522 ATHENS-BOONESBORO ROAD,40509,610,ACTIVE,28-Aug-2023,1,81,   6  15  17  21  22  25  40  47  49  51  56,
31995,ATHENS FOOD MART,5522 ATHENS-BOONESBORO ROAD,40509,610,ACTIVE,28-Aug-2023,1,98,  51  56,
31995,ATHENS FOOD MART,5522 ATHENS-BOONESBORO ROAD,40509,605,ACTIVE,11-Sep-2023,2,99,  49,
31995,ATHENS FOOD MART,5522 ATHENS-BOONESBORO ROAD,40509,607,ACTIVE,11-Sep-2023,2,99,  49,
31995,ATHENS FOOD MART,5522 ATHENS-BOONESBORO ROAD,40509,610,ACTIVE,11-Sep-2023,2,99,  49,
32018,MIMI'S SOUTHERN STYLE COOKING,126 E NEW CIRCLE ROAD,40505,605,ACTIVE,12-Jul-2023,1,95,  46  48  50  56,
32034,NORTHERN ELEMENTARY SCHOOL,340 ROOKWOOD PKWY,40505,605,ACTIVE,25-Sep-2023,1,100,,
32040,OFFICE LOUNGE,1533 EASTLAND PARKWAY,40505,605,ACTIVE,27-Sep-2023,1,96,  50  54  56  57,
32042,OLEIKA SHRINE TEMPLE,326 SOUTHLAND DRIVE,40503,605,ACTIVE,14-Sep-2023,1,98,  50  56,
32046,ORIGINAL GREAT AMERICAN COOKIES,3401 NICHOLASVILLE ROAD #134,40503,605,ACTIVE,18-Jul-2023,1,94,  40  48  50  56  57,
32164,PICADOME ELEMENTARY SCHOOL,1642 HARRODSBURG RD,40503,605,ACTIVE,22-Sep-2023,1,95,  10  40  50  51  57,
32192,"CENTRO, LOLA II LLC DBA",113 CHEAPSIDE PARK,40507,605,ACTIVE,12-Jul-2023,1,100,,
32192,"CENTRO, LOLA II LLC DBA",113 CHEAPSIDE PARK,40507,607,ACTIVE,12-Jul-2023,1,100,,
32210,EL CENTENARIO,1914 OXFORD CIRCLE,40504,605,ACTIVE,17-Aug-2023,1,93,   1  10  29  46  50,
32210,EL CENTENARIO,1914 OXFORD CIRCLE,40504,605,ACTIVE,01-Sep-2023,2,98,  46  50,
32213,RED MILE - WAGERS,1101 WINBAK WAY,40504,605,ACTIVE,09-Aug-2023,1,96,  45  48  57,
32213,RED MILE - WAGERS,1101 WINBAK WAY,40504,605,ACTIVE,12-Sep-2023,3,99,"  40
Spoke to manager about the complaint received. Investigation of the complaint revealed that food service employees were not wearing hair restraints where required in kitchen. 
The manager was made aware of the complaint regarding hand washing/ bare hand contact and handling clean silverware and glasses. Proper hand washing and gloving was observed at time of investigation.
All food being cold held was held at the proper temperature. There was no food cooked in the kitchen at the time of investigation and no food being hot-held.",
32215,BAYOU BLUEGRASS CATERING,861 S BROADWAY,40504,605,ACTIVE,05-Oct-2023,1,74,   6  15  17  21  23  25  38  39  41  45  46  47  48  50  56  58,
32242,SAYRE HEALTHCARE CENTER,3775 BELLEAU WOOD DR.,40517,605,ACTIVE,10-Jul-2023,1,87,   1  13  39  41  47  48  50  51  56,
32242,SAYRE HEALTHCARE CENTER,3775 BELLEAU WOOD DR.,40517,605,ACTIVE,03-Aug-2023,2,96,  48  51  56,
32246,SAYRE CHRISTIAN VILLAGE,3816 CAMELOT DR,40517,605,ACTIVE,10-Jul-2023,1,99,  56,
32256,CHUCK E CHEESE,1555 NEW CIRCLE RD,40509,605,ACTIVE,04-Oct-2023,1,92,   3  17  47  50  56  57,
32256,CHUCK E CHEESE,1555 NEW CIRCLE RD,40509,605,ACTIVE,04-Oct-2023,2,96,  17  50  56  57,
32264,SIR PIZZA COMMISSARY,2604 RICHMOND ROAD,40509,605,ACTIVE,10-Aug-2023,1,93,  40  48  50  55  56  57,
32266,BANGKOK HOUSE,275 AVENUE OF CHAMPIONS - BASEMENT,40508,605,ACTIVE,01-Aug-2023,1,82,   8  18  21  25  41  44  45  48  50  56,
32266,BANGKOK HOUSE,275 AVENUE OF CHAMPIONS - BASEMENT,40508,605,ACTIVE,16-Aug-2023,2,97,  41  50  56,
32277,SOUTHERN ELEMENTARY SCHOOL,340 WILSON DOWNING RD,40517,605,ACTIVE,31-Aug-2023,1,99,  38,
32278,SOUTHERN MIDDLE SCHOOL,400 WILSON DOWNING RD,40517,605,ACTIVE,31-Aug-2023,1,99,  34,
32279,300 GRILL SOUTHLAND,205 SOUTHLAND DRIVE,40503,605,ACTIVE,26-Jul-2023,1,96,  10  41  50  56,
32284,SPEEDWAY #9394,1001 GEORGETOWN RD,40511,607,ACTIVE,10-Jul-2023,1,90,   5   6  18  29  56,
32284,SPEEDWAY #9394,1001 GEORGETOWN RD,40511,607,ACTIVE,10-Jul-2023,1,97,  50  58,
32284,SPEEDWAY #9394,1001 GEORGETOWN RD,40511,607,ACTIVE,24-Jul-2023,2,99,  50,
32284,SPEEDWAY #9394,1001 GEORGETOWN RD,40511,607,ACTIVE,24-Jul-2023,2,93,   5  18  29,
32284,SPEEDWAY #9394,1001 GEORGETOWN RD,40511,607,ACTIVE,02-Aug-2023,2,100,,
32285,SPINDLETOP RESTAURANT,3414 IRON WORKS PIKE,40511,605,ACTIVE,04-Oct-2023,1,96,  48  50  56,
32286,SPINDLETOP SNACK BAR,3414 IRON WORKS PIKE,40511,605,ACTIVE,11-Aug-2023,1,98,  50  56,
32292,SPUDS TAVERN,"3130 PIMLICO PARKWAY, STE. 101",40517,605,ACTIVE,13-Jul-2023,1,90,  10  37  41  44  48  50  55  56  57,
32294,R & R ENTERTAINMENT DBA SQUIRES TAVERN,3429 BUCKHORN DR #3,40515,605,ACTIVE,07-Sep-2023,1,98,  50  56,
32304,BEAR AND THE BUTCHER,815 EUCLID AVE,40502,605,ACTIVE,07-Jul-2023,2,97,  39  50  56,
32315,SPEEDWAY #9667,716 NORTH BROADWAY,40508,607,ACTIVE,23-Aug-2023,12,,"NOTICE TO CORRECT VIOLATIONS
AN INSPECTION CONDUCTED DEISCLOSED THE FOLLOWING VIOLATIONS: DEBRIS AROUND ESTABLISHMENT ALONG DUMPSTER AND BY ICE MACHINE 
NOTICE TO CORRECT WITH IN 10 DAYS",
32315,SPEEDWAY #9667,716 NORTH BROADWAY,40508,607,ACTIVE,14-Sep-2023,1,91,  29  46  48  50  56  58,
32315,SPEEDWAY #9667,716 NORTH BROADWAY,40508,607,ACTIVE,14-Sep-2023,1,86,   1  10  13  22  46  48  49  50  56,
32316,SPEEDWAY #9675,819 S LIMESTONE ST,40508,607,ACTIVE,18-Jul-2023,1,94,  46  48  50  56  57,
32317,SPEEDWAY #9591,2301 VERSAILLES RD,40504,607,ACTIVE,05-Jul-2023,1,91,  10  15  44  48  50  54  56,
32317,SPEEDWAY #9591,2301 VERSAILLES RD,40504,607,ACTIVE,05-Jul-2023,1,95,  10  44  50  54  56,
32321,SPEEDWAY #9621,2490 NICHOLASVILLE RD,40503,607,ACTIVE,05-Oct-2023,1,96,  10  45  50  56,
32321,SPEEDWAY #9621,2490 NICHOLASVILLE RD,40503,607,ACTIVE,05-Oct-2023,1,98,  50  56,
32322,SPEEDWAY #9593,2900 RICHMOND RD,40509,607,ACTIVE,05-Jul-2023,1,81,   1   3   5  10  39  40  44  46  47  50  51  54  55  56  57,
32322,SPEEDWAY #9593,2900 RICHMOND RD,40509,607,ACTIVE,05-Jul-2023,1,91,  10  39  46  50  51  54  55  56  57,
32322,SPEEDWAY #9593,2900 RICHMOND RD,40509,607,ACTIVE,19-Jul-2023,2,89,   1  10  40  46  48  50  51  55  56,
32322,SPEEDWAY #9593,2900 RICHMOND RD,40509,607,ACTIVE,27-Jul-2023,2,83,   1  10  13  21  25  40  48  50  51  55  56,
32322,SPEEDWAY #9593,2900 RICHMOND RD,40509,607,ACTIVE,28-Jul-2023,2,95,  48  50  51  56,
32398,PAPA JOHN'S PIZZA #88,2467 NICHOLASVILLE RD.,40503,605,ACTIVE,21-Jul-2023,1,93,  37  40  46  47  50  56,
32398,PAPA JOHN'S PIZZA #88,2467 NICHOLASVILLE RD.,40503,605,ACTIVE,04-Aug-2023,2,99,  56,
32402,BASKIN ROBBINS ICE CREAM,115 NORTH LOCUST HILL  # 101,40509,605,ACTIVE,05-Jul-2023,12,,"NOTICE TO CORRECT VIOLATIONS 
AN INSPECTION DISCLOSED THE FOLLOWING VIOLATIONS: 
1. OBSERVED ICE CREAM COOLER AT FRONT OF ESTABLISHMENT OPEN WHILE NOT IN USE
2. OBSERVED AT LEAST FIVE FLYING INSECTS ALIVE IN ESTABLISHMENT 
3. OBSERVED SEVERAL DEAD FLYING INSECTS UNDER 3-COMPARTMENT SINK ON GREASE TRAP",
32402,BASKIN ROBBINS ICE CREAM,115 NORTH LOCUST HILL  # 101,40509,605,ACTIVE,01-Sep-2023,1,93,  10  41  46  50  54  56  57,
32405,TACHIBANA  RESTAURANT,785 NEWTOWN COURT,40511,605,ACTIVE,02-Oct-2023,2,97,  48  57,
32405,TACHIBANA  RESTAURANT,785 NEWTOWN COURT,40511,605,ACTIVE,02-Oct-2023,1,92,   8  25  48  57,
32409,TACO TICO,1483 BOARDWALK,40511,605,ACTIVE,30-Aug-2023,1,93,  38  44  48  50  51  56,
32414,TACO BELL #32414,320 NW NEW CIRCLE RD,40505,605,ACTIVE,26-Sep-2023,1,98,  48,
32421,TATES CREEK GOLF CLUB,1400 GAINESWAY DRIVE,40517,605,ACTIVE,07-Aug-2023,1,95,  37  48  49  56,
32424,BLUEGRASS CARE AND REHABILITATION CENTER,3576 PIMLICO PARKWAY,40517,605,ACTIVE,06-Sep-2023,1,92,  21  40  41  56  58,
32424,BLUEGRASS CARE AND REHABILITATION CENTER,3576 PIMLICO PARKWAY,40517,605,ACTIVE,20-Sep-2023,2,93,  18  21  56,
32424,BLUEGRASS CARE AND REHABILITATION CENTER,3576 PIMLICO PARKWAY,40517,605,ACTIVE,27-Sep-2023,2,98,  46  56,
32429,THORNTONS #48,1311 VERSAILLES ROAD,40504,607,ACTIVE,02-Oct-2023,1,99,  50,
32429,THORNTONS #48,1311 VERSAILLES ROAD,40504,607,ACTIVE,02-Oct-2023,1,100,,
32430,THORNTONS #52,1040 GEORGETOWN RD,40508,607,ACTIVE,06-Jul-2023,1,95,  48  50  52,
32430,THORNTONS #52,1040 GEORGETOWN RD,40508,607,ACTIVE,06-Jul-2023,1,99,  56,
32431,THORNTONS #51,2300 WOODHILL DRIVE,40509,607,ACTIVE,06-Jul-2023,1,99,  34,
32431,THORNTONS #51,2300 WOODHILL DRIVE,40509,607,ACTIVE,06-Jul-2023,1,98,  10  56,
32432,THORNTONS #53,2291 ELKHORN ROAD,40505,607,ACTIVE,18-Sep-2023,1,98,  50  56,
32432,THORNTONS #53,2291 ELKHORN ROAD,40505,607,ACTIVE,18-Sep-2023,1,99,  56,
32433,THORNTONS #38,802 N BROADWAY ST,40505,607,ACTIVE,09-Aug-2023,1,99,  56,
32434,THOROUGHBRED RESTAURANT,1483 LEESTOWN RD,40511,605,ACTIVE,22-Aug-2023,1,76,   1   6   8  15  17  25  29  37  38  39  41  44  49  50  56  58,
32434,THOROUGHBRED RESTAURANT,1483 LEESTOWN RD,40511,605,ACTIVE,13-Sep-2023,2,94,  15  17  44  50  56,
32440,DONG YANG MARKET,"3101 CLAYS MILL RD., STE 102",40503,605,ACTIVE,13-Jul-2023,1,100,,
32440,DONG YANG MARKET,"3101 CLAYS MILL RD., STE 102",40503,605,ACTIVE,13-Jul-2023,1,99,  38,
32440,DONG YANG MARKET,"3101 CLAYS MILL RD., STE 102",40503,607,ACTIVE,13-Jul-2023,1,99,  38,
32440,DONG YANG MARKET,"3101 CLAYS MILL RD., STE 102",40503,607,ACTIVE,13-Jul-2023,1,100,,
32475,WAFFLE HOUSE #654,2203 NORTH BROADWAY,40505,605,ACTIVE,02-Oct-2023,1,93,   6  10  50  56  58,
32476,WENDY'S,1792 ALEXANDRIA,40504,605,ACTIVE,27-Jul-2023,2,96,  40  45  51  56,
32476,WENDY'S,1792 ALEXANDRIA,40504,605,ACTIVE,27-Jul-2023,12,,"NOTICE TO CORRECT VIOLATIONS
AN INSPECTION CONDUCTED  DISCLOSED THE FOLLOWING VIOLATIONS:  LACK OF LEXINGTON-FAYETTE CO. HEALTH DEPARTMENT FOOD HANDLER CARDS
NOTICE TO CORRECT THE ABOVE LISTED VIOLATIONS WITH A PERIOD OF 10 DAYS FROM THE DATE OF RECEIPT OF THIS NOTICE.",
32476,WENDY'S,1792 ALEXANDRIA,40504,605,ACTIVE,27-Jul-2023,1,91,  21  40  45  47  51  56,
32477,WENDY'S,2575 NICHOLASVILLE ROAD,40503,605,ACTIVE,27-Jul-2023,2,99,  40,
32477,WENDY'S,2575 NICHOLASVILLE ROAD,40503,605,ACTIVE,27-Jul-2023,1,97,   6  40,
32478,WENDY'S,1499 BOARDWALK,40511,605,ACTIVE,07-Jul-2023,2,99,  45,
32478,WENDY'S,1499 BOARDWALK,40511,605,ACTIVE,22-Aug-2023,1,97,  44  58,
32484,CARAMANDA'S BAKE SHOPPE,2901 RICHMOND RD #110,40509,605,ACTIVE,19-Jul-2023,1,94,  41  48  50  55  56,
32485,CHICK FIL A,295 W. NEW CIRCLE ROAD,40505,605,ACTIVE,02-Oct-2023,1,97,  48  50,
32486,WHEELER'S PHARMACY,336 ROMANY RD,40502,605,ACTIVE,01-Aug-2023,1,100,,
32486,WHEELER'S PHARMACY,336 ROMANY RD,40502,605,ACTIVE,01-Aug-2023,1,96,  37  50  51  56,
32486,WHEELER'S PHARMACY,336 ROMANY RD,40502,607,ACTIVE,01-Aug-2023,1,100,,
32486,WHEELER'S PHARMACY,336 ROMANY RD,40502,607,ACTIVE,01-Aug-2023,1,96,  37  50  51  56,
32486,WHEELER'S PHARMACY,336 ROMANY RD,40502,610,ACTIVE,01-Aug-2023,1,100,,
32486,WHEELER'S PHARMACY,336 ROMANY RD,40502,610,ACTIVE,01-Aug-2023,1,96,  37  50  51  56,
32491,WHITE CASTLE #22,179 EAST REYNOLDS RD.,40503,605,ACTIVE,14-Sep-2023,1,92,  40  44  48  50  56  58,
32491,WHITE CASTLE #22,179 EAST REYNOLDS RD.,40503,605,ACTIVE,06-Oct-2023,2,96,  40  48  56,
32502,WINDY CORNER MARKET,4595 BRYAN STATION ROAD,40516,607,ACTIVE,10-Aug-2023,1,99,  56,
32502,WINDY CORNER MARKET,4595 BRYAN STATION ROAD,40516,607,ACTIVE,10-Aug-2023,1,100,,
32515,NEFERTITI,"1301 WINCHESTER RD, SUITE 81",40505,605,ACTIVE,14-Sep-2023,1,93,  10  15  48  50  56,
32517,LYNAGH'S SHAMROCK BAR & GRILL,154 PATCHEN DRIVE #87A,40517,605,ACTIVE,14-Jul-2023,2,93,  17  44  48  50  51  56,
32974,WEST MAIN FOODMART,647 WEST MAIN STREET,40508,607,ACTIVE,26-Jul-2023,1,97,  48  50,
32974,WEST MAIN FOODMART,647 WEST MAIN STREET,40508,607,ACTIVE,26-Jul-2023,1,99,  56,
32974,WEST MAIN FOODMART,647 WEST MAIN STREET,40508,610,ACTIVE,26-Jul-2023,1,99,  56,
32974,WEST MAIN FOODMART,647 WEST MAIN STREET,40508,610,ACTIVE,26-Jul-2023,1,97,  48  50,
32994,MINIT MART #674,435 W NEW CIRCLE ROAD,40511,607,INACTIVE,14-Aug-2023,1,98,  51  56,
32996,"COFFEE TIMES, INC",2571 REGENCY RD,40503,607,ACTIVE,25-Jul-2023,1,99,  38,
33081,WINBURN MINI MART,1116 WINBURN DRIVE,40511,607,ACTIVE,31-Jul-2023,1,87,   1   2   3  10  11  25  40  56,
33081,WINBURN MINI MART,1116 WINBURN DRIVE,40511,610,ACTIVE,31-Jul-2023,1,87,   1   2   3  10  11  25  40  56,
33081,WINBURN MINI MART,1116 WINBURN DRIVE,40511,607,ACTIVE,14-Aug-2023,2,99,  56,
33081,WINBURN MINI MART,1116 WINBURN DRIVE,40511,610,ACTIVE,14-Aug-2023,2,99,  56,
33185,GROWING TOGETHER PRE-SCHOOL,599 LIMA DRIVE,40511,605,ACTIVE,07-Sep-2023,1,91,   6  18  48  50  56,
33185,GROWING TOGETHER PRE-SCHOOL,599 LIMA DRIVE,40511,605,ACTIVE,21-Sep-2023,2,100,,
33271,KROGER L-407,3101 RICHMOND ROAD,40509,607,ACTIVE,04-Aug-2023,12,,"NOTICE TO CORRECT VIOLATOINS
AN INSPECTION CONDUCTED DISCLOSED THE FOLLOWING VIOLATIONS: 
COMPLAINT REPORTED REGARDING EMPLOYEES IN FOOD SERVICE WORKING WITH OUT PROPER FOOD HANDLER CERTIFICATIONS. UPON VISIT I OBSERVED NO EMPLOYEES IN BAKERY WITH FOOD HANDLER CERTIFICATION.  
3 COMPARTMENT SINK IN POOR REPAIR. BAKERY CURRENTLY USING DELI SINK.  BOTH ISSUES WITH NEED TO BE REPAIRED BY FOLLOWING ON 8/18/23
NOTICE TO CORRECT THE ABOVE LISTED VIOLATIONS WIHT A PERIOD OF 10DAYS FROM THE DATE OF RECEIPT OF THIS NOTICE. ",
33451,CRITCHFIELD MEATS FAMILY MARKET,398 A SOUTHLAND DRIVE,40503,607,ACTIVE,17-Aug-2023,1,95,  38  46  48  50,
33451,CRITCHFIELD MEATS FAMILY MARKET,398 A SOUTHLAND DRIVE,40503,607,ACTIVE,17-Aug-2023,1,89,  30  38  39  40  41  46  48  50  56,
33451,CRITCHFIELD MEATS FAMILY MARKET,398 A SOUTHLAND DRIVE,40503,607,ACTIVE,31-Aug-2023,2,93,  37  38  44  46  48  50,
33485,PANDA EXPRESS #2625,2399 RICHMOND RD,40502,605,ACTIVE,06-Jul-2023,1,96,  41  51  54  56,
33487,BENI CORPORATION,831 LANE ALLEN RD,40504,610,ACTIVE,05-Oct-2023,1,97,  48  57,
33567,TASTE OF THAI,101 - 105 WEST MAIN ST.,40507,605,ACTIVE,14-Jul-2023,2,96,  46  48  56,
34103,MINIT MART #679,2300 VERSAILLES RD,40504,607,INACTIVE,03-Jul-2023,1,98,  54  56,
34103,MINIT MART #679,2300 VERSAILLES RD,40504,607,INACTIVE,03-Jul-2023,1,97,  48  50,
34108,WINBURN FRUIT SUPER MARKET,1198 WINBURN DRIVE,40511,607,ACTIVE,19-Sep-2023,2,97,  17  38  44,
34108,WINBURN FRUIT SUPER MARKET,1198 WINBURN DRIVE,40511,607,ACTIVE,19-Sep-2023,2,95,  10  38  48  56,
34108,WINBURN FRUIT SUPER MARKET,1198 WINBURN DRIVE,40511,607,ACTIVE,19-Sep-2023,1,87,   6  10  18  21  38  48  56,
34108,WINBURN FRUIT SUPER MARKET,1198 WINBURN DRIVE,40511,607,ACTIVE,19-Sep-2023,12,,"NOTICE AND ORDER OF QUARANTINE/VOLUNTARY DESTRUCTION
MANTECA 30LBS Q1/Q2, MILK 6.5 GAL Q1/Q2",
34108,WINBURN FRUIT SUPER MARKET,1198 WINBURN DRIVE,40511,607,ACTIVE,19-Sep-2023,1,83,   6  13  17  18  23  25  29  38  44,
34108,WINBURN FRUIT SUPER MARKET,1198 WINBURN DRIVE,40511,610,ACTIVE,19-Sep-2023,2,97,  17  38  44,
34108,WINBURN FRUIT SUPER MARKET,1198 WINBURN DRIVE,40511,610,ACTIVE,19-Sep-2023,2,95,  10  38  48  56,
34108,WINBURN FRUIT SUPER MARKET,1198 WINBURN DRIVE,40511,610,ACTIVE,19-Sep-2023,1,87,   6  10  18  21  38  48  56,
34108,WINBURN FRUIT SUPER MARKET,1198 WINBURN DRIVE,40511,610,ACTIVE,19-Sep-2023,1,83,   6  13  17  18  23  25  29  38  44,
34156,SAVE A LOT NORTH BROADWAY,1235 N. BROADWAY,40505,610,ACTIVE,11-Sep-2023,1,95,  39  48  50  56,
34281,PDQ DELI AND GROCERY,456 E NEW CIRCLE RD,40505,607,ACTIVE,17-Jul-2023,1,97,  48  56,
34387,KROGER FIELD KITCHEN SUITE 509 UPPER LEVEL,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,99,  34,
34395,KROGER FIELD FUNNEL CAKE 2 GATE 10 LOWER LEVEL,1540 UNIVERSITY DRIVE,40506,605,ACTIVE,16-Sep-2023,1,100,,
34400,KROGER FIELD VENDOR COMMISSIONARY #219,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,97,  10  43  56,
34408,KROGER FIELD CONCESSION #119,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,2,98,  10  56,
34408,KROGER FIELD CONCESSION #119,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,92,  10  18  22  56,
34409,KROGER FIELD CONCESSION #111,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,98,  10  56,
34427,KROGER FIELD KETTLE KORN GATE 12 UPPER LEVEL,1540 UNIVERSITY DR,40506,603,ACTIVE,16-Sep-2023,1,100,,
34427,KROGER FIELD KETTLE KORN GATE 12 UPPER LEVEL,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,100,,
35976,KING MJ FOOD MART LLC,649 GEORGETOWN RD,40508,607,ACTIVE,23-Aug-2023,1,98,  56  57,
35976,KING MJ FOOD MART LLC,649 GEORGETOWN RD,40508,607,ACTIVE,23-Aug-2023,1,96,  48  56  57,
